,state,eta,chi,setup,UV_HWP,QP,B_HWP,B_QWP,fidelity,n,pred_rho,actual_rho
13,E1,0.0,59.99999999999999,C1,21.287574433067576,38.299,45.0,,0.9999878505453754,78,"[[0. +0.j  0. +0.j  0. +0.j  0. +0.j ]
 [0. +0.j  0.5+0.j  0. +0.5j 0. +0.j ]
 [0. +0.j  0. -0.5j 0.5+0.j  0. +0.j ]
 [0. +0.j  0. +0.j  0. +0.j  0. +0.j ]]","[[ 2.00301777e-32+0.00000000e+00j -1.35287058e-32-1.00314671e-16j
   9.98343013e-17-5.06653849e-19j  9.08837646e-35+1.79083158e-32j]
 [-1.35287058e-32+1.00314671e-16j  5.02393611e-01+0.00000000e+00j
   2.53741206e-03+4.99987832e-01j -8.96880118e-17+4.55161962e-19j]
 [ 9.98343013e-17+5.06653849e-19j  2.53741206e-03-4.99987832e-01j
   4.97606389e-01+0.00000000e+00j  2.02930587e-32+8.92608277e-17j]
 [ 9.08837646e-35-1.79083158e-32j -8.96880118e-17-4.55161962e-19j
   2.02930587e-32-8.92608277e-17j  1.60116420e-32+0.00000000e+00j]]"
14,E1,9.0,59.99999999999999,C0,21.26250674837464,32.78857437317806,45.0,,0.9755259756484729,1000,"[[ 0.01223587+0.j          0.03862712+0.06690414j -0.06690414+0.03862712j
   0.        +0.01223587j]
 [ 0.03862712-0.06690414j  0.48776413+0.j          0.        +0.48776413j
   0.06690414+0.03862712j]
 [-0.06690414-0.03862712j  0.        -0.48776413j  0.48776413+0.j
   0.03862712-0.06690414j]
 [ 0.        -0.01223587j  0.06690414-0.03862712j  0.03862712+0.06690414j
   0.01223587+0.j        ]]","[[ 1.99951634e-32+0.00000000e+00j -1.00139314e-16+6.60684985e-36j
   4.25736946e-20-9.98362633e-17j  7.63688591e-36-1.79086677e-32j]
 [-1.00139314e-16-6.60684985e-36j  5.01515388e-01+0.00000000e+00j
  -2.13216590e-04+4.99997658e-01j -3.82468749e-20+8.96897744e-17j]
 [ 4.25736946e-20+9.98362633e-17j -2.13216590e-04-4.99997658e-01j
   4.98484612e-01+0.00000000e+00j  8.94183637e-17+0.00000000e+00j]
 [ 7.63688591e-36+1.79086677e-32j -3.82468749e-20-8.96897744e-17j
   8.94183637e-17+0.00000000e+00j  1.60399009e-32+0.00000000e+00j]]"
15,E1,9.0,59.99999999999999,C1,21.947472308119714,25.980410347125968,40.903609002101526,89.2194984144272,0.9930562084907051,1000,"[[ 0.01223587+0.j          0.03862712+0.06690414j -0.06690414+0.03862712j
   0.        +0.01223587j]
 [ 0.03862712-0.06690414j  0.48776413+0.j          0.        +0.48776413j
   0.06690414+0.03862712j]
 [-0.06690414-0.03862712j  0.        -0.48776413j  0.48776413+0.j
   0.03862712-0.06690414j]
 [ 0.        -0.01223587j  0.06690414-0.03862712j  0.03862712+0.06690414j
   0.01223587+0.j        ]]","[[ 0.00883941+0.j         -0.00691877+0.06722115j -0.06394834-0.0058963j
  -0.00162365+0.00824193j]
 [-0.00691877-0.06722115j  0.51661282+0.j          0.00521387+0.49092374j
   0.06394834+0.0058963j ]
 [-0.06394834+0.0058963j   0.00521387-0.49092374j  0.4665647 +0.j
   0.00624849-0.06070894j]
 [-0.00162365-0.00824193j  0.06394834-0.0058963j   0.00624849+0.06070894j
   0.00798307+0.j        ]]"
16,E1,18.0,59.99999999999999,C0,21.179233637417163,32.77709076497376,44.99183415576312,,0.9045053274817177,1000,"[[ 0.04774575+0.j          0.07347316+0.12725924j -0.12725924+0.07347316j
   0.        +0.04774575j]
 [ 0.07347316-0.12725924j  0.45225425+0.j          0.        +0.45225425j
   0.12725924+0.07347316j]
 [-0.12725924-0.07347316j  0.        -0.45225425j  0.45225425+0.j
   0.07347316-0.12725924j]
 [ 0.        -0.04774575j  0.12725924-0.07347316j  0.07347316+0.12725924j
   0.04774575+0.j        ]]","[[ 4.05104012e-08+0.00000000e+00j -1.42120942e-04+0.00000000e+00j
  -3.84334694e-07-1.42519781e-04j -1.09551432e-10-4.06240870e-08j]
 [-1.42120942e-04+0.00000000e+00j  4.98596943e-01+0.00000000e+00j
   1.34834530e-03+4.99996173e-01j  3.84334694e-07+1.42519781e-04j]
 [-3.84334694e-07+1.42519781e-04j  1.34834530e-03-4.99996173e-01j
   5.01402976e-01+0.00000000e+00j  1.42920779e-04+0.00000000e+00j]
 [-1.09551432e-10+4.06240870e-08j  3.84334694e-07-1.42519781e-04j
   1.42920779e-04+0.00000000e+00j  4.07383880e-08+0.00000000e+00j]]"
17,E1,18.0,59.99999999999999,C1,21.606089765588358,25.836134453018165,36.584257472063534,88.13468202110107,0.9764708584059818,1000,"[[ 0.04774575+0.j          0.07347316+0.12725924j -0.12725924+0.07347316j
   0.        +0.04774575j]
 [ 0.07347316-0.12725924j  0.45225425+0.j          0.        +0.45225425j
   0.12725924+0.07347316j]
 [-0.12725924-0.07347316j  0.        -0.45225425j  0.45225425+0.j
   0.07347316-0.12725924j]
 [ 0.        -0.04774575j  0.12725924-0.07347316j  0.07347316+0.12725924j
   0.04774575+0.j        ]]","[[ 0.03472065+0.j         -0.01447848+0.12812203j -0.12503536-0.01069779j
  -0.00664332+0.03313344j]
 [-0.01447848-0.12812203j  0.47881831+0.j          0.01266393+0.46585169j
   0.12503536+0.01069779j]
 [-0.12503536+0.01069779j  0.01266393-0.46585169j  0.45357115+0.j
   0.01371506-0.12136641j]
 [-0.00664332-0.03313344j  0.12503536-0.01069779j  0.01371506+0.12136641j
   0.0328899 +0.j        ]]"
18,E1,27.0,59.99999999999999,C0,21.277910932820255,32.765947156461856,45.0,,0.7938827765003593,1000,"[[ 0.10305369+0.j          0.10112712+0.17515732j -0.17515732+0.10112712j
   0.        +0.10305369j]
 [ 0.10112712-0.17515732j  0.39694631+0.j          0.        +0.39694631j
   0.17515732+0.10112712j]
 [-0.17515732-0.10112712j  0.        -0.39694631j  0.39694631+0.j
   0.10112712-0.17515732j]
 [ 0.        -0.10305369j  0.17515732-0.10112712j  0.10112712+0.17515732j
   0.10305369+0.j        ]]","[[ 2.00166805e-32+0.00000000e+00j -1.00247075e-16+0.00000000e+00j
  -5.71591163e-19-9.98342513e-17j -1.02532245e-34-1.79083068e-32j]
 [-1.00247075e-16+0.00000000e+00j  5.02055076e-01+0.00000000e+00j
   2.86262960e-03+4.99987582e-01j  5.13499612e-19+8.96879669e-17j]
 [-5.71591163e-19+9.98342513e-17j  2.86262960e-03-4.99987582e-01j
   4.97944924e-01+0.00000000e+00j  8.93215542e-17+0.00000000e+00j]
 [-1.02532245e-34+1.79083068e-32j  5.13499612e-19-8.96879669e-17j
   8.93215542e-17+0.00000000e+00j  1.60225351e-32+0.00000000e+00j]]"
19,E1,27.0,59.99999999999999,C1,21.80998273600346,25.94959526758815,32.22525697181852,89.94069455286005,0.9566994442873641,1000,"[[ 0.10305369+0.j          0.10112712+0.17515732j -0.17515732+0.10112712j
   0.        +0.10305369j]
 [ 0.10112712-0.17515732j  0.39694631+0.j          0.        +0.39694631j
   0.17515732+0.10112712j]
 [-0.17515732-0.10112712j  0.        -0.39694631j  0.39694631+0.j
   0.10112712-0.17515732j]
 [ 0.        -0.10305369j  0.17515732-0.10112712j  0.10112712+0.17515732j
   0.10305369+0.j        ]]","[[ 9.64297890e-02+0.j         -3.39297220e-04+0.20225772j
  -1.94035516e-01+0.00349367j  1.51047366e-03+0.09251225j]
 [-3.39297220e-04-0.20225772j  4.24228868e-01+0.j
   8.01057391e-03+0.40696963j  1.94035516e-01-0.00349367j]
 [-1.94035516e-01-0.00349367j  8.01057391e-03-0.40696963j
   3.90563823e-01+0.j          3.12371999e-04-0.18620739j]
 [ 1.51047366e-03-0.09251225j  1.94035516e-01+0.00349367j
   3.12371999e-04+0.18620739j  8.87775206e-02+0.j        ]]"
20,E1,36.0,59.99999999999999,C0,21.376795167064795,32.76626976850311,44.93117532226567,,0.6544788656256264,1000,"[[ 0.17274575+0.j          0.11888206+0.20590978j -0.20590978+0.11888206j
   0.        +0.17274575j]
 [ 0.11888206-0.20590978j  0.32725425+0.j          0.        +0.32725425j
   0.20590978+0.11888206j]
 [-0.20590978-0.11888206j  0.        -0.32725425j  0.32725425+0.j
   0.11888206-0.20590978j]
 [ 0.        -0.17274575j  0.20590978-0.11888206j  0.11888206+0.20590978j
   0.17274575+0.j        ]]","[[ 2.91768931e-06+0.00000000e+00j -1.21446963e-03+0.00000000e+00j
  -6.77161226e-06-1.20112037e-03j -1.62683860e-08-2.88561852e-06j]
 [-1.21446963e-03+0.00000000e+00j  5.05515263e-01+0.00000000e+00j
   2.81864056e-03+4.99958718e-01j  6.77161226e-06+1.20112037e-03j]
 [-6.77161226e-06+1.20112037e-03j  2.81864056e-03-4.99958718e-01j
   4.94478965e-01+0.00000000e+00j  1.18795559e-03+0.00000000e+00j]
 [-1.62683860e-08+2.88561852e-06j  6.77161226e-06-1.20112037e-03j
   1.18795559e-03+0.00000000e+00j  2.85399096e-06+0.00000000e+00j]]"
21,E1,36.0,59.99999999999999,C1,21.343273808647584,25.918298528086872,27.70006164866628,89.13565433697904,0.9395332093476016,1000,"[[ 0.17274575+0.j          0.11888206+0.20590978j -0.20590978+0.11888206j
   0.        +0.17274575j]
 [ 0.11888206-0.20590978j  0.32725425+0.j          0.        +0.32725425j
   0.20590978+0.11888206j]
 [-0.20590978-0.11888206j  0.        -0.32725425j  0.32725425+0.j
   0.11888206-0.20590978j]
 [ 0.        -0.17274575j  0.20590978-0.11888206j  0.11888206+0.20590978j
   0.17274575+0.j        ]]","[[ 0.15559641+0.j         -0.00291471+0.23292799j -0.23092754-0.00124528j
  -0.00276173+0.15422555j]
 [-0.00291471-0.23292799j  0.34874805+0.j          0.00246166+0.34572209j
   0.23092754+0.00124528j]
 [-0.23092754+0.00124528j  0.00246166-0.34572209j  0.34273976+0.j
   0.00286449-0.22891507j]
 [-0.00276173-0.15422555j  0.23092754-0.00124528j  0.00286449+0.22891507j
   0.15291577+0.j        ]]"
22,E1,45.0,59.99999999999999,C0,21.047503434942904,32.715184085625154,44.668684365799685,,0.49999994459917724,1000,"[[ 0.25      +0.j          0.125     +0.21650635j -0.21650635+0.125j
   0.        +0.25j      ]
 [ 0.125     -0.21650635j  0.25      +0.j          0.        +0.25j
   0.21650635+0.125j     ]
 [-0.21650635-0.125j       0.        -0.25j        0.25      +0.j
   0.125     -0.21650635j]
 [ 0.        -0.25j        0.21650635-0.125j       0.125     +0.21650635j
   0.25      +0.j        ]]","[[ 6.60672576e-05+0.00000000e+00j -5.71238702e-03+0.00000000e+00j
  -1.12713822e-04-5.78051482e-03j -1.30360444e-06-6.68551973e-05j]
 [-5.71238702e-03+0.00000000e+00j  4.93911305e-01+0.00000000e+00j
   9.74559857e-03+4.99801853e-01j  1.12713822e-04+5.78051482e-03j]
 [-1.12713822e-04+5.78051482e-03j  9.74559857e-03-4.99801853e-01j
   5.05954949e-01+0.00000000e+00j  5.85167914e-03+0.00000000e+00j]
 [-1.30360444e-06+6.68551973e-05j  1.12713822e-04-5.78051482e-03j
   5.85167914e-03+0.00000000e+00j  6.76782563e-05+0.00000000e+00j]]"
23,E1,45.0,59.99999999999999,C1,21.17239240664105,23.226937954529514,14.07503550161124,73.14630902119197,0.9330067145025097,1000,"[[ 0.25      +0.j          0.125     +0.21650635j -0.21650635+0.125j
   0.        +0.25j      ]
 [ 0.125     -0.21650635j  0.25      +0.j          0.        +0.25j
   0.21650635+0.125j     ]
 [-0.21650635-0.125j       0.        -0.25j        0.25      +0.j
   0.125     -0.21650635j]
 [ 0.        -0.25j        0.21650635-0.125j       0.125     +0.21650635j
   0.25      +0.j        ]]","[[ 2.49151358e-01+0.j         -1.81589152e-05+0.24917858j
  -2.49996761e-01-0.0009716j  -9.89713805e-04+0.24996938j]
 [-1.81589152e-05-0.24917858j  2.49205799e-01+0.j
  -9.53489002e-04+0.25002414j  2.49996761e-01+0.0009716j ]
 [-2.49996761e-01+0.0009716j  -9.53489002e-04-0.25002414j
   2.50848821e-01+0.j          1.82786375e-05-0.25082142j]
 [-9.89713805e-04-0.24996938j  2.49996761e-01-0.0009716j
   1.82786375e-05+0.25082142j  2.50794021e-01+0.j        ]]"
