,state,eta,chi,setup,UV_HWP,QP,B_HWP,fidelity,n,pred_rho,actual_rho
0,E0,45.0,0.0,C0,45.0,324.27302941070616,45.0,0.9999999999999998,0,"[[0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.00000000e+00+0.j 1.11022302e-16+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.11022302e-16+0.j 1.23259516e-32+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]]","[[ 3.98694913e-32+0.00000000e+00j -1.99673462e-16+0.00000000e+00j
   4.66618714e-32+7.68036134e-33j  8.37022465e-48+1.37770621e-48j]
 [-1.99673462e-16+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
  -2.33690902e-16-3.84646075e-17j -4.19195649e-32-6.89979626e-33j]
 [ 4.66618714e-32-7.68036134e-33j -2.33690902e-16+3.84646075e-17j
   5.60909638e-32+0.00000000e+00j  1.00616189e-47+0.00000000e+00j]
 [ 8.37022465e-48-1.37770621e-48j -4.19195649e-32+6.89979626e-33j
   1.00616189e-47+0.00000000e+00j  1.80485711e-63+0.00000000e+00j]]"
1,E0,45.0,18.0,C0,40.265727228505796,345.50814661849785,45.0,0.9991131016323714,19,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        9.75528258e-01+0.j
  8.67361738e-17+0.1545085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        8.67361738e-17-0.1545085j
  2.44717419e-02+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 3.85941628e-32+0.00000000e+00j -1.93286391e-16-3.06588846e-33j
   4.09160180e-18-3.48968863e-17j  7.33953123e-34-6.25981704e-33j]
 [-1.93286391e-16+3.06588846e-33j  9.68012420e-01+0.00000000e+00j
  -2.04914652e-02+1.74769777e-01j -3.67576701e-18+3.13502705e-17j]
 [ 4.09160180e-18+3.48968863e-17j -2.04914652e-02-1.74769777e-01j
   3.19875803e-02+0.00000000e+00j  5.73794460e-18+0.00000000e+00j]
 [ 7.33953123e-34+6.25981704e-33j -3.67576701e-18-3.13502705e-17j
   5.73794460e-18+0.00000000e+00j  1.02927473e-33+0.00000000e+00j]]"
2,E0,45.0,36.0,C0,36.33310614577663,344.31791580640936,45.0,0.9994527536087212,5,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         9.04508497e-01+0.j
  6.93889390e-17+0.29389263j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.93889390e-17-0.29389263j
  9.54915028e-02+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 3.57022437e-32+0.00000000e+00j -1.78803149e-16+1.51410443e-33j
  -3.64635654e-18-6.09785352e-17j -6.54084854e-34-1.09383534e-32j]
 [-1.78803149e-16-1.51410443e-33j  8.95477783e-01+0.00000000e+00j
   1.82615982e-02+3.05391286e-01j  3.27577260e-18+5.47812077e-17j]
 [-3.64635654e-18+6.09785352e-17j  1.82615982e-02-3.05391286e-01j
   1.04522217e-01+0.00000000e+00j  1.87492360e-17+0.00000000e+00j]
 [-6.54084854e-34+1.09383534e-32j  3.27577260e-18-5.47812077e-17j
   1.87492360e-17+0.00000000e+00j  3.36324525e-33+0.00000000e+00j]]"
3,E0,45.0,54.0,C0,31.96410227921937,344.98533571063996,45.0,0.9993431952560274,4,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        7.93892626e-01+0.j
  1.38777878e-16+0.4045085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        1.38777878e-16-0.4045085j
  2.06107374e-01+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 3.10160002e-32+0.00000000e+00j -1.55333613e-16-1.48554868e-33j
   3.37724036e-18-8.29220305e-17j  6.05810690e-34-1.48745861e-32j]
 [-1.55333613e-16+1.48554868e-33j  7.77938198e-01+0.00000000e+00j
  -1.69138168e-02+4.15288190e-01j -3.03400704e-18+7.44945571e-17j]
 [ 3.37724036e-18+8.29220305e-17j -1.69138168e-02-4.15288190e-01j
   2.22061802e-01+0.00000000e+00j  3.98335324e-17+0.00000000e+00j]
 [ 6.05810690e-34+1.48745861e-32j -3.03400704e-18-7.44945571e-17j
   3.98335324e-17+0.00000000e+00j  7.14535454e-33+0.00000000e+00j]]"
4,E0,45.0,72.0,C0,28.09775829997578,344.73566338017235,44.97080362793116,0.9999843860700232,13,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.54508497e-01+0.j
  8.32667268e-17+0.47552826j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         8.32667268e-17-0.47552826j
  3.45491503e-01+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 6.76429062e-07+0.00000000e+00j -6.63721453e-04+0.00000000e+00j
   1.73701774e-06-4.85694529e-04j  1.77027468e-09-4.94993635e-07j]
 [-6.63721453e-04+0.00000000e+00j  6.51252573e-01+0.00000000e+00j
  -1.70438558e-03+4.76570118e-01j -1.73701774e-06+4.85694529e-04j]
 [ 1.73701774e-06+4.85694529e-04j -1.70438558e-03-4.76570118e-01j
   3.48746388e-01+0.00000000e+00j  3.55423486e-04+0.00000000e+00j]
 [ 1.77027468e-09+4.94993635e-07j -1.73701774e-06-4.85694529e-04j
   3.55423486e-04+0.00000000e+00j  3.62228423e-07+0.00000000e+00j]]"
5,E0,45.0,90.0,C0,23.28534799808154,344.62190462860895,45.0,0.9996582141108034,11,"[[0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  5.00000000e-01+0.j  8.32667268e-17+0.5j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  8.32667268e-17-0.5j 5.00000000e-01+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]]","[[ 1.92487222e-32+0.00000000e+00j -9.64010041e-17+0.00000000e+00j
  -1.34859835e-18-9.97684815e-17j -2.41912097e-34-1.78965090e-32j]
 [-9.64010041e-17+0.00000000e+00j  4.82793273e-01+0.00000000e+00j
   6.75401899e-03+4.99658195e-01j  1.21153855e-18+8.96288814e-17j]
 [-1.34859835e-18+9.97684815e-17j  6.75401899e-03-4.99658195e-01j
   5.17206727e-01+0.00000000e+00j  9.27767439e-17+0.00000000e+00j]
 [-2.41912097e-34+1.78965090e-32j  1.21153855e-18-8.96288814e-17j
   9.27767439e-17+0.00000000e+00j  1.66423284e-32+0.00000000e+00j]]"
6,E0,59.99999999999999,0.0,C0,38.61039933996494,323.65682531224786,44.85057538865194,0.9999165612567538,5,"[[ 0.       +0.j  0.       +0.j  0.       +0.j  0.       +0.j]
 [ 0.       +0.j  0.9330127+0.j -0.25     +0.j  0.       +0.j]
 [ 0.       +0.j -0.25     +0.j  0.0669873+0.j  0.       +0.j]
 [ 0.       +0.j  0.       +0.j  0.       +0.j  0.       +0.j]]","[[ 2.53654613e-05+0.00000000e+00j -4.86305664e-03+0.00000000e+00j
   1.30918292e-03-3.86185650e-05j  6.82863294e-06-2.01432512e-07j]
 [-4.86305664e-03+0.00000000e+00j  9.32343379e-01+0.00000000e+00j
  -2.50996055e-01+7.40393667e-03j -1.30918292e-03+3.86185650e-05j]
 [ 1.30918292e-03+3.86185650e-05j -2.50996055e-01-7.40393667e-03j
   6.76294156e-02+0.00000000e+00j  3.52751664e-04+0.00000000e+00j]
 [ 6.82863294e-06+2.01432512e-07j -1.30918292e-03-3.86185650e-05j
   3.52751664e-04+0.00000000e+00j  1.83993511e-06+0.00000000e+00j]]"
7,E0,59.99999999999999,18.0,C0,37.082578171189056,359.47366272802475,44.907811669788174,0.9990572599648742,6,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.91181955+0.j         -0.25      +0.13380828j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.13380828j  0.08818045+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 9.44738567e-06+0.00000000e+00j -2.93580249e-03+0.00000000e+00j
   8.43991213e-04-3.40632405e-04j  2.71595604e-06-1.09615198e-06j]
 [-2.93580249e-03+0.00000000e+00j  9.12309134e-01+0.00000000e+00j
  -2.62272716e-01+1.05852507e-01j -8.43991213e-04+3.40632405e-04j]
 [ 8.43991213e-04+3.40632405e-04j -2.62272716e-01-1.05852507e-01j
   8.76805110e-02+0.00000000e+00j  2.82155086e-04+0.00000000e+00j]
 [ 2.71595604e-06+1.09615198e-06j -8.43991213e-04-3.40632405e-04j
   2.82155086e-04+0.00000000e+00j  9.07972498e-07+0.00000000e+00j]]"
8,E0,59.99999999999999,36.0,C0,34.35953061683,351.193875204416,44.79416961005131,0.9999473737261589,10,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.85031463+0.j         -0.25      +0.25451848j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.25451848j  0.14968537+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 4.39076927e-05+0.00000000e+00j -6.11105627e-03+0.00000000e+00j
   1.79963591e-03-1.82256083e-03j  1.29303114e-05-1.30950260e-05j]
 [-6.11105627e-03+0.00000000e+00j  8.50534529e-01+0.00000000e+00j
  -2.50472654e-01+2.53663336e-01j -1.79963591e-03+1.82256083e-03j]
 [ 1.79963591e-03+1.82256083e-03j -2.50472654e-01-2.53663336e-01j
   1.49413850e-01+0.00000000e+00j  1.07353248e-03+0.00000000e+00j]
 [ 1.29303114e-05+1.30950260e-05j -1.79963591e-03-1.82256083e-03j
   1.07353248e-03+0.00000000e+00j  7.71328754e-06+0.00000000e+00j]]"
9,E0,59.99999999999999,54.0,C0,30.545654229116725,349.61122378229203,45.0,0.9996418963463342,9,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.75451848+0.j         -0.25      +0.35031463j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.35031463j  0.24548152+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 2.94330476e-32+0.00000000e+00j -1.47405907e-16+0.00000000e+00j
   5.14488830e-17-7.11165156e-17j  9.22892064e-33-1.27569082e-32j]
 [-1.47405907e-16+0.00000000e+00j  7.38234842e-01+0.00000000e+00j
  -2.57665102e-01+3.56164084e-01j -4.62200663e-17+6.38888520e-17j]
 [ 5.14488830e-17+7.11165156e-17j -2.57665102e-01-3.56164084e-01j
   2.61765158e-01+0.00000000e+00j  4.69555358e-17+0.00000000e+00j]
 [ 9.22892064e-33+1.27569082e-32j -4.62200663e-17-6.38888520e-17j
   4.69555358e-17+0.00000000e+00j  8.42290228e-33+0.00000000e+00j]]"
