,state,eta,chi,setup,UV_HWP,QP,B_HWP,fidelity,n,pred_rho,actual_rho
0,E0,45.0,0.0,C0,45.0,18.369888570153112,45.0,0.9999999999999998,0,"[[0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.00000000e+00+0.j 1.11022302e-16+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.11022302e-16+0.j 1.23259516e-32+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]]","[[ 3.98694913e-32+0.00000000e+00j -1.99673462e-16+0.00000000e+00j
  -3.05146175e-33-4.36222645e-32j -5.47372395e-49-7.82497877e-48j]
 [-1.99673462e-16+0.00000000e+00j  1.00000000e+00+0.00000000e+00j
   1.52822599e-17+2.18468013e-16j  2.74133773e-33+3.91888772e-32j]
 [-3.05146175e-33+4.36222645e-32j  1.52822599e-17-2.18468013e-16j
   4.79618202e-32+0.00000000e+00j  8.60340997e-48+0.00000000e+00j]
 [-5.47372395e-49+7.82497877e-48j  2.74133773e-33-3.91888772e-32j
   8.60340997e-48+0.00000000e+00j  1.54328303e-63+0.00000000e+00j]]"
1,E0,45.0,18.0,C0,40.61574916425849,17.811568077191748,44.999997995332805,0.9998822203723348,98,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        9.75528258e-01+0.j
  8.67361738e-17+0.1545085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        8.67361738e-17-0.1545085j
  2.44717419e-02+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 4.76093494e-15+0.00000000e+00j -6.80365996e-08-2.05847159e-25j
   2.71040344e-10-1.14840144e-08j  1.89663424e-17-8.03606379e-16j]
 [-6.80365996e-08+2.05847159e-25j  9.72283585e-01+0.00000000e+00j
  -3.87332816e-03+1.64113415e-01j -2.71040344e-10+1.14840144e-08j]
 [ 2.71040344e-10+1.14840144e-08j -3.87332816e-03-1.64113415e-01j
   2.77164153e-02+0.00000000e+00j  1.93948626e-09+0.00000000e+00j]
 [ 1.89663424e-17+8.03606379e-16j -2.71040344e-10-1.14840144e-08j
   1.93948626e-09+0.00000000e+00j  1.35717657e-16+0.00000000e+00j]]"
2,E0,45.0,36.0,C0,37.01747029255738,17.740156375689754,45.0,0.9997798172089782,17,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         9.04508497e-01+0.j
  6.93889390e-17+0.29389263j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.93889390e-17-0.29389263j
  9.54915028e-02+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 3.63105361e-32+0.00000000e+00j -1.81849585e-16-7.59027406e-34j
   2.01085063e-18-5.68965829e-17j  3.60707169e-34-1.02061312e-32j]
 [-1.81849585e-16+7.59027406e-34j  9.10734871e-01+0.00000000e+00j
  -1.00706955e-02+2.84948147e-01j -1.80648528e-18+5.11141095e-17j]
 [ 2.01085063e-18+5.68965829e-17j -1.00706955e-02-2.84948147e-01j
   8.92651286e-02+0.00000000e+00j  1.60124135e-17+0.00000000e+00j]
 [ 3.60707169e-34+1.02061312e-32j -1.80648528e-18-5.11141095e-17j
   1.60124135e-17+0.00000000e+00j  2.87231296e-33+0.00000000e+00j]]"
3,E0,45.0,54.0,C0,32.83419140697312,18.212276187711478,44.76148960325736,0.9995087187258805,1,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        7.93892626e-01+0.j
  1.38777878e-16+0.4045085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        1.38777878e-16-0.4045085j
  2.06107374e-01+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 5.56427390e-05+0.00000000e+00j -6.68318968e-03+5.24161187e-20j
  -1.42917933e-04-3.30959701e-03j -1.18990267e-06-2.75549628e-05j]
 [-6.68318968e-03-5.24161187e-20j  8.02710741e-01+0.00000000e+00j
   1.71657195e-02+3.97512146e-01j  1.42917933e-04+3.30959701e-03j]
 [-1.42917933e-04+3.30959701e-03j  1.71657195e-02-3.97512146e-01j
   1.97219945e-01+0.00000000e+00j  1.64200905e-03+0.00000000e+00j]
 [-1.18990267e-06+2.75549628e-05j  1.42917933e-04-3.30959701e-03j
   1.64200905e-03+0.00000000e+00j  1.36709992e-05+0.00000000e+00j]]"
4,E0,45.0,72.0,C0,27.841030629344782,17.922416212538486,44.71126751213072,0.9997077952480068,46,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.54508497e-01+0.j
  8.32667268e-17+0.47552826j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         8.32667268e-17-0.47552826j
  3.45491503e-01+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 6.51652840e-05+0.00000000e+00j -6.46544722e-03-6.37290400e-21j
   2.55589854e-05-4.83280496e-03j  2.57609178e-07-4.87098722e-05j]
 [-6.46544722e-03+6.37290400e-21j  6.41476645e-01+0.00000000e+00j
  -2.53586359e-03+4.79492200e-01j -2.55589854e-05+4.83280496e-03j]
 [ 2.55589854e-05+4.83280496e-03j -2.53586359e-03-4.79492200e-01j
   3.58421779e-01+0.00000000e+00j  3.61253541e-03+0.00000000e+00j]
 [ 2.57609178e-07+4.87098722e-05j -2.55589854e-05-4.83280496e-03j
   3.61253541e-03+0.00000000e+00j  3.64107676e-05+0.00000000e+00j]]"
5,E0,45.0,90.0,C0,23.884281132684468,18.09415493858101,44.52700103522797,0.9995843379917237,33,"[[0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  5.00000000e-01+0.j  8.32667268e-17+0.5j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  8.32667268e-17-0.5j 5.00000000e-01+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]]","[[ 1.37023857e-04+0.00000000e+00j -8.29830068e-03-2.48528312e-20j
  -1.92424919e-04-8.25152622e-03j -3.17737396e-06-1.36251504e-04j]
 [-8.29830068e-03+2.48528312e-20j  5.02553321e-01+0.00000000e+00j
   1.16534440e-02+4.99720613e-01j  1.92424919e-04+8.25152622e-03j]
 [-1.92424919e-04+8.25152622e-03j  1.16534440e-02-4.99720613e-01j
   4.97174098e-01+0.00000000e+00j  8.20947745e-03+0.00000000e+00j]
 [-3.17737396e-06+1.36251504e-04j  1.92424919e-04-8.25152622e-03j
   8.20947745e-03+0.00000000e+00j  1.35557183e-04+0.00000000e+00j]]"
6,E0,59.99999999999999,0.0,C0,39.03263879532898,38.01428458035744,44.519056793395045,0.9991043927526481,5,"[[ 0.       +0.j  0.       +0.j  0.       +0.j  0.       +0.j]
 [ 0.       +0.j  0.9330127+0.j -0.25     +0.j  0.       +0.j]
 [ 0.       +0.j -0.25     +0.j  0.0669873+0.j  0.       +0.j]
 [ 0.       +0.j  0.       +0.j  0.       +0.j  0.       +0.j]]","[[ 2.65472431e-04+0.00000000e+00j -1.58116600e-02+0.00000000e+00j
   3.91389770e-03+2.65389415e-04j  6.57130207e-05+4.45579866e-06j]
 [-1.58116600e-02+0.00000000e+00j  9.41749731e-01+0.00000000e+00j
  -2.33113545e-01-1.58067155e-02j -3.91389770e-03-2.65389415e-04j]
 [ 3.91389770e-03-2.65389415e-04j -2.33113545e-01+1.58067155e-02j
   5.79684553e-02+0.00000000e+00j  9.73270789e-04+0.00000000e+00j]
 [ 6.57130207e-05-4.45579866e-06j -3.91389770e-03+2.65389415e-04j
   9.73270789e-04+0.00000000e+00j  1.63408879e-05+0.00000000e+00j]]"
7,E0,59.99999999999999,18.0,C0,36.93625499084846,9.704567434793242,44.999999603208025,0.999612771760573,14,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.91181955+0.j         -0.25      +0.13380828j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.13380828j  0.08818045+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 1.75285201e-16+0.00000000e+00j -1.26553745e-08+1.63797905e-24j
   3.29486891e-09-2.06652774e-09j  4.56360861e-17-2.86227589e-17j]
 [-1.26553745e-08-1.63797905e-24j  9.13702367e-01+0.00000000e+00j
  -2.37885455e-01+1.49200744e-01j -3.29486891e-09+2.06652775e-09j]
 [ 3.29486891e-09+2.06652774e-09j -2.37885455e-01-1.49200744e-01j
   8.62976335e-02+0.00000000e+00j  1.19527858e-09+0.00000000e+00j]
 [ 4.56360861e-17+2.86227589e-17j -3.29486891e-09-2.06652775e-09j
   1.19527858e-09+0.00000000e+00j  1.65553890e-17+0.00000000e+00j]]"
8,E0,59.99999999999999,36.0,C0,34.22465116816317,12.755510373909463,44.494589981153,0.9992629538807134,177,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.85031463+0.j         -0.25      +0.25451848j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.25451848j  0.14968537+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 2.63700212e-04+0.00000000e+00j -1.49456294e-02+8.49573019e-19j
   4.18314777e-03-4.76944254e-03j  7.38073270e-05-8.41518933e-05j]
 [-1.49456294e-02-8.49573019e-19j  8.47067342e-01+0.00000000e+00j
  -2.37086560e-01+2.70315750e-01j -4.18314777e-03+4.76944254e-03j]
 [ 4.18314777e-03+4.76944254e-03j -2.37086560e-01-2.70315750e-01j
   1.52621445e-01+0.00000000e+00j  2.69284795e-03+0.00000000e+00j]
 [ 7.38073270e-05+8.41518933e-05j -4.18314777e-03-4.76944254e-03j
   2.69284795e-03+0.00000000e+00j  4.75125240e-05+0.00000000e+00j]]"
9,E0,59.99999999999999,54.0,C0,31.104191953808133,13.467682329830504,44.38291758457631,0.9994671846669275,5,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.75451848+0.j         -0.25      +0.35031463j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.35031463j  0.24548152+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 3.50766406e-04+0.00000000e+00j -1.62817201e-02+1.67599285e-18j
   5.51235521e-03-7.42450092e-03j  1.18755821e-04-1.59950269e-04j]
 [-1.62817201e-02-1.67599285e-18j  7.55757688e-01+0.00000000e+00j
  -2.55870069e-01+3.44627204e-01j -5.51235521e-03+7.42450092e-03j]
 [ 5.51235521e-03+7.42450092e-03j -2.55870069e-01-3.44627204e-01j
   2.43778402e-01+0.00000000e+00j  5.25185752e-03+0.00000000e+00j]
 [ 1.18755821e-04+1.59950269e-04j -5.51235521e-03-7.42450092e-03j
   5.25185752e-03+0.00000000e+00j  1.13143770e-04+0.00000000e+00j]]"
