,state,eta,chi,setup,UV_HWP,QP,B_HWP,fidelity,n,pred_rho,actual_rho
0,E0,45.0,0.0,C0,45.0,356.7378061187889,45.0,0.9999999999999998,0,"[[0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.00000000e+00+0.j 1.11022302e-16+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.11022302e-16+0.j 1.23259516e-32+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]]","[[ 3.98694913e-32+0.00000000e+00j -1.99673462e-16-1.23259516e-32j
   3.87759562e-32-1.88442957e-32j  6.95564611e-48-3.38029709e-48j]
 [-1.99673462e-16+1.23259516e-32j  1.00000000e+00+0.00000000e+00j
  -1.94196845e-16+9.43755645e-17j -3.48351055e-32+1.69291255e-32j]
 [ 3.87759562e-32+1.88442957e-32j -1.94196845e-16-9.43755645e-17j
   4.66191616e-32+0.00000000e+00j  8.36256335e-48+0.00000000e+00j]
 [ 6.95564611e-48+3.38029709e-48j -3.48351055e-32-1.69291255e-32j
   8.36256335e-48+0.00000000e+00j  1.50007987e-63+0.00000000e+00j]]"
1,E0,45.0,18.0,C0,40.824775030759135,344.8303165453022,44.999999996512095,0.9999886757568403,0,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        9.75528258e-01+0.j
  8.67361738e-17+0.1545085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        8.67361738e-17-0.1545085j
  2.44717419e-02+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 1.44515889e-20+0.00000000e+00j -1.18698087e-10+0.00000000e+00j
   3.37194461e-13-1.90325840e-11j  4.10536937e-23-2.31723223e-21j]
 [-1.18698087e-10+0.00000000e+00j  9.74926428e-01+0.00000000e+00j
  -2.76954582e-03+1.56324078e-01j -3.37194405e-13+1.90325808e-11j]
 [ 3.37194461e-13+1.90325840e-11j -2.76954582e-03-1.56324078e-01j
   2.50735719e-02+0.00000000e+00j  3.05272731e-12+0.00000000e+00j]
 [ 4.10536937e-23+2.31723223e-21j -3.37194405e-13-1.90325808e-11j
   3.05272731e-12+0.00000000e+00j  3.71671976e-22+0.00000000e+00j]]"
2,E0,45.0,36.0,C0,36.747171419619086,344.74232243641165,44.66769606047412,0.9998627301382508,4,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         9.04508497e-01+0.j
  6.93889390e-17+0.29389263j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.93889390e-17-0.29389263j
  9.54915028e-02+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 1.21773068e-04+0.00000000e+00j -1.04975733e-02+1.33431014e-20j
   1.55482738e-05-3.39961715e-03j  1.80361779e-07-3.94359532e-05j]
 [-1.04975733e-02-1.33431014e-20j  9.04954170e-01+0.00000000e+00j
  -1.34035502e-03+2.93067513e-01j -1.55482738e-05+3.39961715e-03j]
 [ 1.55482738e-05+3.39961715e-03j -1.34035502e-03-2.93067513e-01j
   9.49112857e-02+0.00000000e+00j  1.10098192e-03+0.00000000e+00j]
 [ 1.80361779e-07+3.94359532e-05j -1.55482738e-05-3.39961715e-03j
   1.10098192e-03+0.00000000e+00j  1.27715180e-05+0.00000000e+00j]]"
3,E0,45.0,54.0,C0,32.84426239781784,344.6197139283262,44.71825697913186,0.9997177357703297,21,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        7.93892626e-01+0.j
  1.38777878e-16+0.4045085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        1.38777878e-16-0.4045085j
  2.06107374e-01+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 7.77482727e-05+0.00000000e+00j -7.90526107e-03-2.62356223e-20j
  -5.40670779e-05-3.90444326e-03j -5.31749916e-07-3.84002143e-05j]
 [-7.90526107e-03+2.62356223e-20j  8.03788309e-01+0.00000000e+00j
   5.49741301e-03+3.96994586e-01j  5.40670779e-05+3.90444326e-03j]
 [-5.40670779e-05+3.90444326e-03j  5.49741301e-03-3.96994586e-01j
   1.96114973e-01+0.00000000e+00j  1.92879151e-03+0.00000000e+00j]
 [-5.31749916e-07+3.84002143e-05j  5.40670779e-05-3.90444326e-03j
   1.92879151e-03+0.00000000e+00j  1.89696718e-05+0.00000000e+00j]]"
4,E0,45.0,72.0,C0,28.152758025554913,344.5799865536857,44.754926769890716,0.9998347848596707,11,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.54508497e-01+0.j
  8.32667268e-17+0.47552826j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         8.32667268e-17-0.47552826j
  3.45491503e-01+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 4.77781452e-05+0.00000000e+00j -5.58490067e-03-1.27820105e-20j
  -8.07986653e-05-4.07148681e-03j -6.91222743e-07-3.48310739e-05j]
 [-5.58490067e-03+1.27820105e-20j  6.52832281e-01+0.00000000e+00j
   9.44474755e-03+4.75925746e-01j  8.07986653e-05+4.07148681e-03j]
 [-8.07986653e-05+4.07148681e-03j  9.44474755e-03-4.75925746e-01j
   3.47094538e-01+0.00000000e+00j  2.96935151e-03+0.00000000e+00j]
 [-6.91222743e-07+3.48310739e-05j  8.07986653e-05-4.07148681e-03j
   2.96935151e-03+0.00000000e+00j  2.54024406e-05+0.00000000e+00j]]"
5,E0,45.0,90.0,C0,23.30671927581592,344.56578825036144,44.429926992365516,0.9992090151288959,32,"[[0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  5.00000000e-01+0.j  8.32667268e-17+0.5j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  8.32667268e-17-0.5j 5.00000000e-01+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]]","[[ 1.91406905e-04+0.00000000e+00j -9.61750521e-03+2.48105510e-20j
  -2.18581969e-04-9.93916178e-03j -4.35020281e-06-1.97808491e-04j]
 [-9.61750521e-03-2.48105510e-20j  4.83244877e-01+0.00000000e+00j
   1.09829540e-02+4.99406958e-01j  2.18581969e-04+9.93916178e-03j]
 [-2.18581969e-04+9.93916178e-03j  1.09829540e-02-4.99406958e-01j
   5.16359193e-01+0.00000000e+00j  1.02765440e-02+0.00000000e+00j]
 [-4.35020281e-06+1.97808491e-04j  2.18581969e-04-9.93916178e-03j
   1.02765440e-02+0.00000000e+00j  2.04523047e-04+0.00000000e+00j]]"
6,E0,29.999999999999996,0.0,C0,38.19330387561983,336.173467590642,44.76303149569161,0.9998674977162222,10,"[[0.       +0.j 0.       +0.j 0.       +0.j 0.       +0.j]
 [0.       +0.j 0.9330127+0.j 0.25     +0.j 0.       +0.j]
 [0.       +0.j 0.25     +0.j 0.0669873+0.j 0.       +0.j]
 [0.       +0.j 0.       +0.j 0.       +0.j 0.       +0.j]]","[[ 6.36143481e-05+0.00000000e+00j -7.69036911e-03+0.00000000e+00j
  -2.11344227e-03-3.97524583e-05j -1.74822886e-05-3.28830344e-07j]
 [-7.69036911e-03+0.00000000e+00j  9.29692418e-01+0.00000000e+00j
   2.55495051e-01+4.80569379e-03j  2.11344227e-03+3.97524583e-05j]
 [-2.11344227e-03+3.97524583e-05j  2.55495051e-01-4.80569379e-03j
   7.02391616e-02+0.00000000e+00j  5.81014827e-04+0.00000000e+00j]
 [-1.74822886e-05+3.28830344e-07j  2.11344227e-03-3.97524583e-05j
   5.81014827e-04+0.00000000e+00j  4.80612554e-06+0.00000000e+00j]]"
7,E0,29.999999999999996,18.0,C0,37.939487515021,338.6387110022393,44.948537478164575,0.9992476425705428,20,"[[0.        +0.j         0.        +0.j         0.        +0.j
  0.        +0.j        ]
 [0.        +0.j         0.91181955+0.j         0.25      +0.13380828j
  0.        +0.j        ]
 [0.        +0.j         0.25      -0.13380828j 0.08818045+0.j
  0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j
  0.        +0.j        ]]","[[ 2.98889577e-06+0.00000000e+00j -1.66384121e-03+0.00000000e+00j
  -4.08046465e-04-2.32414815e-04j -7.33007663e-07-4.17505983e-07j]
 [-1.66384121e-03+0.00000000e+00j  9.26217498e-01+0.00000000e+00j
   2.27148946e-01+1.29379335e-01j  4.08046465e-04+2.32414815e-04j]
 [-4.08046465e-04+2.32414815e-04j  2.27148946e-01-1.29379335e-01j
   7.37792754e-02+0.00000000e+00j  1.32535823e-04+0.00000000e+00j]
 [-7.33007663e-07+4.17505983e-07j  4.08046465e-04-2.32414815e-04j
   1.32535823e-04+0.00000000e+00j  2.38085077e-07+0.00000000e+00j]]"
8,E0,29.999999999999996,36.0,C0,34.69273970031424,340.20134158073523,44.99999768051034,0.9999507229450904,19,"[[0.        +0.j         0.        +0.j         0.        +0.j
  0.        +0.j        ]
 [0.        +0.j         0.85031463+0.j         0.25      +0.25451848j
  0.        +0.j        ]
 [0.        +0.j         0.25      -0.25451848j 0.14968537+0.j
  0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j
  0.        +0.j        ]]","[[ 5.57652630e-15+0.00000000e+00j -6.88753709e-08+0.00000000e+00j
  -1.98131000e-08-2.09797677e-08j -1.60417682e-15-1.69863661e-15j]
 [-6.88753709e-08+0.00000000e+00j  8.50675933e-01+0.00000000e+00j
   2.44710513e-01+2.59119962e-01j  1.98131000e-08+2.09797677e-08j]
 [-1.98131000e-08+2.09797677e-08j  2.44710513e-01-2.59119962e-01j
   1.49324067e-01+0.00000000e+00j  1.20900922e-08+0.00000000e+00j]
 [-1.60417682e-15+1.69863661e-15j  1.98131000e-08-2.09797677e-08j
   1.20900922e-08+0.00000000e+00j  9.78879915e-16+0.00000000e+00j]]"
9,E0,29.999999999999996,54.0,C0,31.194488433997112,341.0152758871864,45.0,0.9999215904143048,1,"[[0.        +0.j         0.        +0.j         0.        +0.j
  0.        +0.j        ]
 [0.        +0.j         0.75451848+0.j         0.25      +0.35031463j
  0.        +0.j        ]
 [0.        +0.j         0.25      -0.35031463j 0.24548152+0.j
  0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j
  0.        +0.j        ]]","[[ 2.98227096e-32+0.00000000e+00j -1.49357403e-16+0.00000000e+00j
  -4.95935098e-17-7.11024591e-17j -8.89610308e-33-1.27543868e-32j]
 [-1.49357403e-16+0.00000000e+00j  7.48008279e-01+0.00000000e+00j
   2.48373066e-01+3.56093687e-01j  4.45532571e-17+6.38762240e-17j]
 [-4.95935098e-17+7.11024591e-17j  2.48373066e-01-3.56093687e-01j
   2.51991721e-01+0.00000000e+00j  4.52023729e-17+0.00000000e+00j]
 [-8.89610308e-33+1.27543868e-32j  4.45532571e-17-6.38762240e-17j
   4.52023729e-17+0.00000000e+00j  8.10841923e-33+0.00000000e+00j]]"
