W,min_W_prime,eta_arr,chi
-0.4330127018922192,-0.4999999375000168,0.2617993877991494,0.001
-0.4330127018922192,-0.49809270912746056,0.2617993877991494,0.17542181408832186
-0.4330127018922192,-0.49260289613141733,0.2617993877991494,0.3498436281766437
-0.4330127018922192,-0.48408563470731125,0.2617993877991494,0.5242654422649656
-0.4330127018922192,-0.47343669850972336,0.2617993877991494,0.6986872563532874
-0.4330127018922192,-0.4618399515247661,0.2617993877991494,0.8731090704416092
-0.4330127018922192,-0.4506738968230203,0.2617993877991494,1.0475308845299311
-0.4330127018922192,-0.44136400613492527,0.2617993877991494,1.221952698618253
-0.4330127018922192,-0.43518068797414156,0.2617993877991494,1.3963745127065748
-0.4330127018922192,-0.4330127018922193,0.2617993877991494,1.5707963267948966
