W,min_W_prime,eta_arr,chi
-0.24999999999999997,-0.4999998125000263,0.5235987755982988,0.001
-0.24999999999999806,-0.49425604766941944,0.5235987755982988,0.17542181408832186
-0.24999999999999994,-0.4774650142483526,0.5235987755982988,0.3498436281766437
-0.25,-0.45057375111067133,0.5235987755982988,0.5242654422649656
-0.24999999999999997,-0.4152432088395399,0.5235987755982988,0.6986872563532874
-0.25,-0.3740166072157685,0.5235987755982988,0.8731090704416092
-0.24999999999999972,-0.3306370878061603,0.5235987755982988,1.0475308845299311
-0.24999999999999992,-0.2905280670338258,0.5235987755982988,1.221952698618253
-0.24999999999999997,-0.2610492167330549,0.5235987755982988,1.3963745127065748
-0.24999999999999994,-0.25,0.5235987755982988,1.5707963267948966
