,state,eta,chi,setup,UV_HWP,QP,B_HWP,fidelity,n,pred_rho,actual_rho
0,E0,45.0,0.0,C0,45.0,336.6849373192967,45.0,0.9999999999999996,0,"[[0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.00000000e+00+0.j 1.11022302e-16+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 1.11022302e-16+0.j 1.23259516e-32+0.j
  0.00000000e+00+0.j]
 [0.00000000e+00+0.j 0.00000000e+00+0.j 0.00000000e+00+0.j
  0.00000000e+00+0.j]]","[[ 3.98694913e-32+0.00000000e+00j -1.99673462e-16+3.51445381e-33j
  -4.49317300e-32+5.66398476e-33j -8.05987121e-48+1.01600779e-48j]
 [-1.99673462e-16-3.51445381e-33j  1.00000000e+00+0.00000000e+00j
   2.25026048e-16-2.83662371e-17j  4.03652601e-32-5.08834664e-33j]
 [-4.49317300e-32-5.66398476e-33j  2.25026048e-16+2.83662371e-17j
   5.14413658e-32+0.00000000e+00j  9.22757221e-48+0.00000000e+00j]
 [-8.05987121e-48-1.01600779e-48j  4.03652601e-32+5.08834664e-33j
   9.22757221e-48+0.00000000e+00j  1.65524549e-63+0.00000000e+00j]]"
1,E0,45.0,18.0,C0,40.942464418945974,328.9749243112277,44.99999886121328,0.9997380462706125,0,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        9.75528258e-01+0.j
  8.67361738e-17+0.1545085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        8.67361738e-17-0.1545085j
  2.44717419e-02+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 1.53705894e-15+0.00000000e+00j -3.86670253e-08+4.85161012e-25j
   5.53221191e-10-6.45089443e-09j  2.19911817e-17-2.56430508e-16j]
 [-3.86670253e-08-4.85161012e-25j  9.72727075e-01+0.00000000e+00j
  -1.39171097e-02+1.62281935e-01j -5.53221192e-10+6.45089443e-09j]
 [ 5.53221191e-10+6.45089443e-09j -1.39171097e-02-1.62281935e-01j
   2.72729247e-02+0.00000000e+00j  1.08413027e-09+0.00000000e+00j]
 [ 2.19911817e-17+2.56430508e-16j -5.53221192e-10-6.45089443e-09j
   1.08413027e-09+0.00000000e+00j  4.30954311e-17+0.00000000e+00j]]"
2,E0,45.0,36.0,C0,37.57152363557915,329.3117834052587,44.64966517961851,0.9996940403588344,12,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         9.04508497e-01+0.j
  6.93889390e-17+0.29389263j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.93889390e-17-0.29389263j
  9.54915028e-02+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 1.36341095e-04+0.00000000e+00j -1.11484492e-02+0.00000000e+00j
  -3.27560349e-06-3.46882914e-03j -4.00593264e-08-4.24223992e-05j]
 [-1.11484492e-02+0.00000000e+00j  9.11595438e-01+0.00000000e+00j
   2.67842202e-04+2.83642033e-01j  3.27560349e-06+3.46882914e-03j]
 [-3.27560349e-06+3.46882914e-03j  2.67842202e-04-2.83642033e-01j
   8.82550214e-02+0.00000000e+00j  1.07932377e-03+0.00000000e+00j]
 [-4.00593264e-08+4.24223992e-05j  3.27560349e-06-3.46882914e-03j
   1.07932377e-03+0.00000000e+00j  1.31997000e-05+0.00000000e+00j]]"
3,E0,45.0,54.0,C0,32.7997176249909,329.3079588365839,44.519212716084105,0.9994035577033958,6,"[[0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        7.93892626e-01+0.j
  1.38777878e-16+0.4045085j 0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        1.38777878e-16-0.4045085j
  2.06107374e-01+0.j        0.00000000e+00+0.j       ]
 [0.00000000e+00+0.j        0.00000000e+00+0.j
  0.00000000e+00+0.j        0.00000000e+00+0.j       ]]","[[ 2.19489714e-04+0.00000000e+00j -1.30771487e-02-5.87247706e-23j
   2.26278068e-07-6.95816659e-03j  3.79790042e-09-1.16787385e-04j]
 [-1.30771487e-02+5.87247706e-23j  7.79133626e-01+0.00000000e+00j
  -1.34815972e-05+4.14566027e-01j -2.26278068e-07+6.95816659e-03j]
 [ 2.26278068e-07+6.95816659e-03j -1.34815972e-05-4.14566027e-01j
   2.20584743e-01+0.00000000e+00j  3.70234243e-03+0.00000000e+00j]
 [ 3.79790042e-09+1.16787385e-04j -2.26278068e-07-6.95816659e-03j
   3.70234243e-03+0.00000000e+00j  6.21409226e-05+0.00000000e+00j]]"
4,E0,45.0,72.0,C0,29.509725468639882,329.2778579521424,44.714101450539594,0.9996708472250214,18,"[[0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         6.54508497e-01+0.j
  8.32667268e-17+0.47552826j 0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         8.32667268e-17-0.47552826j
  3.45491503e-01+0.j         0.00000000e+00+0.j        ]
 [0.00000000e+00+0.j         0.00000000e+00+0.j
  0.00000000e+00+0.j         0.00000000e+00+0.j        ]]","[[ 6.65697953e-05+0.00000000e+00j -6.67027115e-03-7.27483061e-21j
   3.62892842e-05-4.69780070e-03j  3.62169718e-07-4.68843956e-05j]
 [-6.67027115e-03+7.27483061e-21j  6.68358930e-01+0.00000000e+00j
  -3.63617410e-03+4.70718053e-01j -3.62892842e-05+4.69780070e-03j]
 [ 3.62892842e-05+4.69780070e-03j -3.63617410e-03-4.70718053e-01j
   3.31541478e-01+0.00000000e+00j  3.30880827e-03+0.00000000e+00j]
 [ 3.62169718e-07+4.68843956e-05j -3.62892842e-05-4.69780070e-03j
   3.30880827e-03+0.00000000e+00j  3.30221493e-05+0.00000000e+00j]]"
5,E0,45.0,90.0,C0,24.249362467702827,329.15229380823297,44.99498723224774,0.9992486398130936,3,"[[0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  5.00000000e-01+0.j  8.32667268e-17+0.5j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  8.32667268e-17-0.5j 5.00000000e-01+0.j
  0.00000000e+00+0.j ]
 [0.00000000e+00+0.j  0.00000000e+00+0.j  0.00000000e+00+0.j
  0.00000000e+00+0.j ]]","[[ 1.47329103e-08+0.00000000e+00j -8.41983526e-05-4.29129718e-22j
   3.48664786e-06-8.73578307e-05j  6.10088781e-10-1.52857514e-08j]
 [-8.41983526e-05+4.29129718e-22j  4.81192271e-01+0.00000000e+00j
  -1.99261381e-02+4.99248639e-01j -3.48664786e-06+8.73578307e-05j]
 [ 3.48664786e-06+8.73578307e-05j -1.99261381e-02-4.99248639e-01j
   5.18807698e-01+0.00000000e+00j  9.07802476e-05+0.00000000e+00j]
 [ 6.10088781e-10+1.52857514e-08j -3.48664786e-06-8.73578307e-05j
   9.07802476e-05+0.00000000e+00j  1.58846011e-08+0.00000000e+00j]]"
6,E0,59.99999999999999,0.0,C0,38.58515141502597,323.63949075857516,44.92731992639788,0.9999090034011792,0,"[[ 0.       +0.j  0.       +0.j  0.       +0.j  0.       +0.j]
 [ 0.       +0.j  0.9330127+0.j -0.25     +0.j  0.       +0.j]
 [ 0.       +0.j -0.25     +0.j  0.0669873+0.j  0.       +0.j]
 [ 0.       +0.j  0.       +0.j  0.       +0.j  0.       +0.j]]","[[ 5.99649524e-06+0.00000000e+00j -2.36359923e-03+0.00000000e+00j
   6.39807662e-04+2.23937072e-05j  1.62320395e-06+5.68132519e-08j]
 [-2.36359923e-03+0.00000000e+00j  9.31644419e-01+0.00000000e+00j
  -2.52188793e-01-8.82678080e-03j -6.39807662e-04-2.23937072e-05j]
 [ 6.39807662e-04-2.23937072e-05j -2.52188793e-01+8.82678080e-03j
   6.83491448e-02+0.00000000e+00j  1.73403053e-04+0.00000000e+00j]
 [ 1.62320395e-06-5.68132519e-08j -6.39807662e-04+2.23937072e-05j
   1.73403053e-04+0.00000000e+00j  4.39926772e-07+0.00000000e+00j]]"
7,E0,59.99999999999999,18.0,C0,37.36884241986964,325.09010998616714,45.0,0.999322159813071,2,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.91181955+0.j         -0.25      +0.13380828j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.13380828j  0.08818045+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 3.60857948e-32+0.00000000e+00j -1.80724040e-16+0.00000000e+00j
   5.36548033e-17-2.33618936e-17j  9.62461949e-33-4.19066555e-33j]
 [-1.80724040e-16+0.00000000e+00j  9.05097948e-01+0.00000000e+00j
  -2.68712741e-01+1.17000493e-01j -4.82017961e-17+2.09875940e-17j]
 [ 5.36548033e-17+2.33618936e-17j -2.68712741e-01-1.17000493e-01j
   9.49020524e-02+0.00000000e+00j  1.70235671e-17+0.00000000e+00j]
 [ 9.62461949e-33+4.19066555e-33j -4.82017961e-17-2.09875940e-17j
   1.70235671e-17+0.00000000e+00j  3.05369409e-33+0.00000000e+00j]]"
8,E0,59.99999999999999,36.0,C0,35.721290960386455,326.44510484700294,44.99889064638046,0.9996234988050992,5,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.85031463+0.j         -0.25      +0.25451848j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.25451848j  0.14968537+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 1.29517756e-09+0.00000000e+00j -3.34465973e-05+3.88009032e-21j
   9.22556747e-06-9.55989462e-06j  3.57248536e-10-3.70194935e-10j]
 [-3.34465973e-05-3.88009032e-21j  8.63723177e-01+0.00000000e+00j
  -2.38240571e-01+2.46874218e-01j -9.22556747e-06+9.55989462e-06j]
 [ 9.22556747e-06+9.55989462e-06j -2.38240571e-01-2.46874218e-01j
   1.36276821e-01+0.00000000e+00j  5.27714907e-06+0.00000000e+00j]
 [ 3.57248536e-10+3.70194935e-10j -9.22556747e-06-9.55989462e-06j
   5.27714907e-06+0.00000000e+00j  2.04350983e-10+0.00000000e+00j]]"
9,E0,59.99999999999999,54.0,C0,32.29740484485732,327.0992126436119,44.999275254520334,0.9997310124311812,13,"[[ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.75451848+0.j         -0.25      +0.35031463j
   0.        +0.j        ]
 [ 0.        +0.j         -0.25      -0.35031463j  0.24548152+0.j
   0.        +0.j        ]
 [ 0.        +0.j          0.        +0.j          0.        +0.j
   0.        +0.j        ]]","[[ 4.86804070e-10+0.00000000e+00j -1.92424923e-05+0.00000000e+00j
   5.96406093e-06-8.99780730e-06j  1.50881138e-10-2.27630036e-10j]
 [-1.92424923e-05+0.00000000e+00j  7.60621230e-01+0.00000000e+00j
  -2.35748638e-01+3.55667195e-01j -5.96406093e-06+8.99780730e-06j]
 [ 5.96406093e-06+8.99780730e-06j -2.35748638e-01-3.55667195e-01j
   2.39378769e-01+0.00000000e+00j  6.05589739e-06+0.00000000e+00j]
 [ 1.50881138e-10+2.27630036e-10j -5.96406093e-06-8.99780730e-06j
   6.05589739e-06+0.00000000e+00j  1.53204452e-10+0.00000000e+00j]]"
